date,MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AAP,AMD,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BAX,BDX,BRK.B,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF.B,CHRW,COG,CDNS,CZR,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CPRT,GLW,CTVA,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ENPH,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FRC,FE,FISV,FLT,FLIR,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GNRC,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IFF,IP,IPG,INTU,ISRG,IVZ,IPGP,IQV,IRM,JBHT,JKHY,J,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MXIM,MKC,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MPWR,MNST,MCO,MS,MSI,MSCI,NDAQ,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NOV,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PENN,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PTC,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TJX,TSCO,TT,TDG,TRMB,TFC,TWTR,TYL,TSN,USB,UDR,ULTA,UAA,UA,UNP,UAL,UPS,URI,UNH,UHS,UNM,VLO,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNO,VMC,WRB,WBA,WMT,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WAB,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2020-07-12,28,14,15,52,18,53,22,55,23,34,7,33,36,81,50,26,28,47,25,24,17,59,52,38,40,45,73,30,25,53,59,60,89,40,29,49,37,5,47,1,84,12,24,28,31,29,26,34,51,16,0,0,54,35,23,35,6,82,0,16,47,67,37,30,60,2,53,12,70,44,29,14,28,17,61,42,34,0,22,4,44,12,14,26,19,26,51,64,52,48,4,71,37,59,33,27,36,34,100,52,43,18,43,30,52,20,23,38,88,8,17,34,72,41,40,20,58,24,22,48,48,21,14,64,17,54,42,23,35,46,67,10,27,55,68,49,17,53,41,52,51,54,3,5,70,34,62,64,69,22,32,38,41,5,18,42,50,16,70,69,13,19,7,39,27,44,38,2,37,10,35,57,12,42,51,67,48,42,28,0,33,46,15,53,36,17,33,49,36,11,31,10,46,12,56,51,12,0,4,51,28,40,41,50,34,15,40,36,41,25,52,19,46,0,100,0,34,44,33,40,24,17,36,0,34,22,26,37,47,41,38,31,0,36,55,100,63,19,23,41,14,16,14,58,24,44,38,10,45,8,23,54,30,15,33,32,95,0,41,37,41,11,91,14,25,55,81,62,30,11,38,37,10,35,47,38,14,23,15,35,73,52,26,25,44,40,15,25,54,56,45,0,14,57,44,41,40,49,67,17,33,62,100,38,24,37,46,56,25,25,38,60,19,61,17,79,58,29,0,27,27,83,51,34,85,12,77,26,55,0,35,30,12,9,20,40,14,28,19,54,8,16,13,49,25,7,21,32,57,0,63,14,31,0,11,52,27,39,43,40,10,29,76,23,12,21,50,41,60,16,87,63,42,64,61,46,49,32,62,53,34,81,8,43,14,30,33,37,25,0,38,77,12,26,38,35,40,23,39,42,35,15,51,10,16,0,32,31,32,34,29,49,51,58,0,41,46,42,31,91,11,7,10,24,44,38,39,56,11,45,21,37,52,0,51,57,45,30,100,17,82,9,18,8,41,32,30,24,24,12,11,52,36,37,52,79,0,16,13,18,52,28,47,40,40,26,33,29,30,0,18,47,25,22,16,0,66,0,36,0,37,56,54,21,25,100,49,18,26,0,8,55,20,10,21,0,35,22,25,51,23,15,9,14,32
2020-07-19,29,0,17,56,12,33,17,36,27,65,27,27,36,54,6,23,18,46,12,33,52,60,49,29,34,64,79,45,12,42,68,48,40,37,30,61,61,5,39,1,36,12,29,17,37,25,32,11,39,17,69,0,56,35,30,42,28,50,20,55,16,50,38,30,45,28,49,25,15,34,32,14,42,59,50,31,34,0,0,25,63,100,18,59,39,21,35,48,52,41,25,35,37,27,44,33,7,55,20,17,38,50,31,20,68,30,35,30,66,47,94,53,45,69,49,16,37,64,29,31,85,12,14,56,0,54,82,33,64,38,40,29,17,28,64,27,9,44,30,35,19,50,3,0,37,32,24,68,23,22,28,45,28,18,18,21,19,28,74,46,13,60,7,45,39,99,13,5,37,30,47,72,13,54,68,70,41,23,42,24,32,35,14,56,27,14,49,28,24,100,23,13,46,30,54,85,0,44,12,39,32,37,25,50,31,8,56,34,17,16,31,15,54,14,65,12,39,44,25,43,63,11,9,47,23,12,35,25,51,60,30,0,50,32,0,39,76,25,29,31,22,26,14,77,78,50,90,5,42,15,46,64,25,54,100,35,0,23,44,30,34,15,47,14,12,50,56,58,19,16,39,55,12,43,60,71,24,23,0,45,58,17,10,63,37,41,13,0,75,57,46,0,28,44,42,46,40,39,13,50,39,49,12,11,37,31,31,56,44,25,31,35,22,100,34,68,72,19,0,67,18,58,78,52,100,24,32,42,70,38,26,46,47,11,7,47,41,51,25,45,8,36,10,38,44,7,42,28,7,60,53,12,31,13,11,55,14,17,26,28,10,36,31,23,0,49,70,50,20,39,53,71,46,52,56,38,29,56,55,58,54,76,48,31,28,23,33,38,8,34,38,76,0,28,43,88,69,23,10,42,88,15,30,19,13,13,49,22,36,62,27,60,36,44,0,56,43,26,33,92,88,39,10,58,44,41,21,14,20,45,20,79,11,13,44,54,60,12,77,24,0,35,18,55,29,43,31,24,43,12,0,7,39,0,62,59,0,14,16,12,57,26,39,29,24,52,11,61,49,61,0,50,52,7,10,0,57,43,27,45,29,40,57,32,61,61,62,36,58,7,0,8,29,13,11,0,27,23,23,17,18,23,19,16,54
2020-07-26,51,28,16,73,12,20,19,43,24,100,41,100,38,46,77,25,35,44,42,27,35,30,53,66,81,72,100,0,37,37,18,35,52,50,48,89,44,12,39,2,45,12,38,20,40,43,31,80,44,25,0,25,47,35,34,40,40,50,20,50,0,65,28,22,56,15,51,21,26,39,9,15,100,42,56,47,26,21,100,13,41,65,11,27,32,26,30,40,18,53,22,48,9,49,82,20,37,21,14,35,45,18,19,31,47,20,35,26,51,24,60,38,73,47,55,31,74,16,29,48,64,18,14,73,17,57,66,25,88,42,34,21,25,42,68,25,9,41,91,47,20,43,1,0,48,32,29,61,26,0,27,45,44,14,14,33,13,21,82,39,34,27,12,40,28,33,13,0,56,51,24,68,19,48,17,73,41,47,43,49,39,94,26,42,18,16,50,42,12,48,55,6,42,31,57,43,0,44,0,49,35,26,25,61,37,31,68,41,55,20,31,17,8,41,40,25,32,32,0,43,41,17,18,36,26,24,27,25,46,60,23,47,10,42,46,39,51,70,30,44,94,40,35,43,100,52,45,5,63,31,17,68,25,16,67,25,36,11,36,60,34,15,35,14,25,32,55,44,23,17,38,75,10,43,58,42,28,33,30,32,62,0,11,41,30,26,7,43,56,51,42,0,43,31,30,42,41,33,47,42,56,59,12,27,56,6,35,65,50,0,35,40,20,70,34,34,73,59,51,27,54,62,35,66,29,30,24,19,100,0,53,24,12,6,34,61,14,72,16,37,13,39,10,47,57,15,96,27,7,46,60,8,42,0,22,75,35,28,73,33,10,66,27,46,12,43,47,54,0,11,39,41,52,36,31,79,20,64,45,59,50,22,40,16,64,70,34,34,51,0,61,62,0,18,43,53,60,0,49,100,36,0,24,29,11,54,27,34,39,35,32,83,33,68,21,35,27,17,70,41,22,40,29,39,28,63,31,85,27,46,28,38,21,40,34,35,31,49,53,25,33,45,23,16,24,24,9,52,37,6,6,40,25,56,63,45,21,10,35,24,48,16,94,29,26,52,11,48,37,0,36,43,53,60,12,0,86,58,18,23,37,33,47,37,36,53,51,55,44,5,8,55,54,13,27,18,31,34,59,0,32,47,9,33,76
2020-08-02,37,14,9,63,47,41,100,33,17,69,80,38,38,45,31,23,21,40,37,27,17,20,52,37,40,61,60,15,61,42,40,24,86,49,59,64,54,2,47,3,35,11,24,25,33,46,19,33,35,24,34,50,46,17,7,87,11,33,0,33,39,63,28,73,44,7,45,24,37,36,65,14,28,25,63,36,100,0,43,12,62,76,18,42,64,26,36,51,69,48,35,58,55,11,44,20,29,54,20,34,35,12,12,40,36,0,57,32,94,61,51,47,53,46,71,20,29,24,21,25,69,19,14,56,33,53,65,12,46,57,20,28,30,14,69,32,0,73,41,67,38,32,3,0,95,34,29,44,16,0,25,31,50,14,15,28,19,16,58,38,33,41,12,66,55,44,53,3,74,50,23,64,43,42,0,64,7,31,97,48,32,23,20,47,18,18,82,34,36,37,62,4,51,24,54,68,0,22,12,40,33,43,23,40,34,23,42,42,41,20,72,18,23,67,34,12,22,75,49,38,38,68,0,12,39,29,44,37,49,34,15,61,39,24,27,55,63,87,23,51,36,49,21,80,68,43,40,5,70,15,34,38,29,38,33,48,24,45,42,37,36,19,40,62,33,53,79,62,41,7,46,37,16,31,42,21,35,21,59,30,46,43,26,34,36,35,17,42,58,41,46,0,14,17,47,65,13,40,33,8,44,56,6,38,35,43,32,58,32,74,35,74,23,89,33,79,54,38,0,66,26,44,53,96,14,30,22,19,86,75,43,32,23,6,40,47,27,37,31,34,16,51,10,48,19,13,52,33,28,30,56,16,23,13,11,38,20,33,51,62,19,29,40,45,24,28,40,47,100,44,35,34,51,53,35,58,29,71,68,53,53,59,8,31,28,67,66,29,42,17,60,51,24,31,47,52,98,46,10,0,17,22,29,47,13,67,30,40,34,41,26,54,34,69,0,45,38,42,27,30,11,26,0,53,28,40,56,14,85,68,34,18,0,13,24,26,21,12,28,64,65,26,45,23,60,22,25,17,36,49,17,39,24,0,42,41,0,15,17,15,33,20,65,17,26,26,43,45,36,0,35,41,55,22,19,0,54,100,26,0,21,38,59,37,20,53,71,54,100,5,8,31,53,10,32,17,30,11,25,17,25,8,47,22,85
2020-08-09,33,14,8,34,23,27,26,33,26,55,33,43,38,44,43,24,27,45,12,18,17,29,48,29,28,47,52,44,60,42,49,37,48,42,29,52,28,0,50,2,13,0,14,30,32,46,50,33,50,30,17,25,42,25,16,56,5,16,19,48,15,65,18,25,86,16,35,16,40,37,25,0,0,57,61,40,74,21,54,8,35,69,4,41,19,20,32,58,0,54,3,46,73,42,43,26,0,47,39,67,32,12,24,89,56,10,23,92,75,45,42,21,35,38,50,19,36,31,28,32,64,19,14,74,5,56,38,22,34,37,46,18,22,27,67,36,34,46,48,42,31,39,5,0,60,31,23,44,16,43,26,37,43,4,27,27,30,36,52,45,13,48,6,38,41,54,20,2,45,59,12,63,20,60,83,48,47,0,41,0,40,34,16,52,62,39,43,48,35,27,61,7,43,35,51,100,12,21,12,40,31,24,19,19,37,30,73,39,43,16,10,15,83,53,31,12,39,80,48,40,35,31,0,34,35,35,35,24,67,52,52,75,0,29,54,54,12,61,23,42,84,26,20,68,67,56,37,14,41,15,11,38,43,8,0,26,23,11,39,36,32,15,48,34,8,52,70,75,22,8,37,27,8,27,39,57,31,19,29,56,49,25,25,21,57,20,15,58,48,42,44,0,28,13,36,68,13,55,33,16,0,53,6,16,27,18,47,43,34,98,51,39,23,57,16,44,37,28,49,26,9,65,34,57,28,0,21,22,89,0,17,23,12,8,26,36,27,33,21,41,9,38,15,40,86,6,41,38,35,59,50,7,41,20,32,63,0,0,47,68,38,21,58,30,12,19,60,56,39,16,54,32,68,48,44,38,9,31,52,52,45,47,16,30,24,57,65,37,33,17,62,66,23,17,63,34,29,0,38,0,34,52,33,65,10,0,37,42,29,60,28,70,72,43,31,35,36,41,27,30,11,25,28,19,43,43,33,14,44,72,37,45,21,0,27,38,42,18,42,39,16,52,18,46,26,33,26,27,54,6,22,25,24,36,54,54,0,20,12,12,42,21,68,50,30,25,32,39,18,20,17,36,27,43,17,0,53,84,17,22,30,35,58,15,54,53,68,53,42,3,5,15,29,3,10,0,46,44,24,0,24,15,37,16,42
2020-08-16,32,27,13,48,6,35,20,48,43,45,39,27,35,27,56,19,31,40,0,27,17,10,45,24,37,55,56,30,36,31,27,22,48,55,35,52,38,0,38,1,70,0,37,39,17,49,35,77,35,16,0,0,41,9,23,39,11,32,0,27,62,49,0,34,58,20,37,9,40,30,23,28,42,16,55,31,50,0,65,12,17,58,7,23,19,10,28,39,17,38,14,46,37,37,43,39,28,27,26,42,39,18,24,20,41,30,57,63,62,46,17,28,18,44,31,19,32,24,14,32,40,10,28,39,11,50,38,20,17,35,53,15,22,95,67,27,9,49,29,42,25,36,1,9,41,34,57,46,20,0,23,17,80,0,6,20,12,12,51,0,46,22,8,16,25,0,42,2,46,40,81,57,21,44,100,64,33,27,14,48,31,11,14,37,9,17,27,34,71,16,46,4,10,36,43,46,12,0,8,37,35,31,24,29,32,45,62,35,34,26,71,15,30,40,41,12,31,37,24,36,17,37,0,35,14,21,17,12,100,55,52,75,39,39,36,27,25,37,17,24,42,22,14,34,64,44,44,10,39,30,17,41,19,8,0,43,23,22,40,22,33,7,35,48,16,52,43,99,33,12,28,63,12,40,100,37,3,21,15,36,64,9,20,34,29,25,17,8,50,47,58,0,14,35,33,44,13,28,46,16,27,62,17,11,27,31,47,63,51,25,29,29,22,49,17,0,37,19,25,20,9,57,55,41,84,24,18,11,95,74,43,26,0,5,53,30,40,25,30,23,15,57,7,100,49,6,26,35,7,44,38,23,23,7,32,38,0,0,34,45,0,28,37,15,0,21,42,48,0,5,47,24,24,46,25,51,48,47,56,42,37,48,0,34,31,33,49,29,16,34,39,58,35,19,50,52,39,0,48,0,52,45,24,94,13,13,22,42,39,20,24,32,41,48,20,46,29,100,28,10,75,13,19,19,63,25,35,55,18,50,100,27,52,0,23,54,32,42,33,17,49,35,27,16,24,22,71,17,36,6,6,19,19,18,38,53,42,11,10,6,42,14,65,17,23,0,64,36,36,20,17,35,21,29,9,0,56,85,0,0,30,76,53,41,20,50,75,35,45,2,11,84,34,29,57,17,25,33,9,33,33,15,0,8,21
2020-08-23,29,0,64,60,23,44,24,82,26,42,19,21,39,18,31,24,20,46,0,9,84,29,52,37,42,64,55,29,12,36,35,31,50,71,40,59,39,7,100,1,26,11,18,27,29,62,32,54,38,16,17,24,45,34,36,45,33,16,0,32,8,55,9,42,52,49,34,4,29,28,33,42,14,32,37,38,49,0,42,4,26,59,7,41,25,15,37,70,17,37,10,57,54,26,57,26,35,27,0,42,36,20,30,78,50,20,45,36,94,23,25,58,26,42,47,16,21,15,14,41,58,13,69,31,5,54,57,25,84,43,13,18,14,54,73,34,8,32,25,58,31,34,1,0,52,100,74,51,2,0,22,23,55,27,10,27,6,20,54,30,45,11,7,49,16,32,22,6,36,49,34,57,27,44,49,56,40,11,27,0,50,22,23,46,88,17,37,40,35,19,76,3,19,23,40,25,12,21,0,41,46,15,47,0,39,67,54,39,37,23,40,10,22,13,39,24,29,37,32,43,16,40,9,11,65,14,17,12,58,94,81,30,38,73,35,43,55,48,17,38,42,32,7,22,55,59,41,19,60,7,100,40,24,0,32,42,12,11,36,36,34,26,46,27,8,44,52,60,22,20,34,62,9,24,53,45,20,28,43,31,41,25,20,52,7,39,13,25,40,43,48,0,34,13,31,47,26,42,39,16,27,53,17,16,31,42,43,70,43,0,33,58,20,68,16,11,40,56,0,13,26,40,65,50,55,81,24,7,33,37,25,18,11,7,33,52,26,36,18,36,3,44,10,56,55,14,41,28,28,15,46,29,35,13,32,34,7,16,44,30,19,42,37,15,12,21,28,47,20,16,50,21,44,62,39,51,38,69,45,51,52,36,23,34,20,36,48,20,65,0,50,65,46,26,33,17,48,0,56,14,34,37,31,55,100,0,28,37,34,20,26,64,48,53,0,48,39,25,52,20,43,44,28,37,62,39,24,27,17,33,37,32,10,13,30,54,17,18,23,22,16,51,13,23,26,35,44,13,36,12,22,32,25,0,22,47,41,47,15,16,65,19,55,44,20,62,32,44,35,79,17,31,27,79,17,1,75,70,17,0,39,60,48,15,39,48,66,70,50,4,5,38,57,19,31,0,23,22,7,17,23,7,36,11,31
2020-08-30,39,53,27,54,6,45,19,52,22,65,26,21,44,17,18,27,27,51,28,17,50,19,52,44,45,64,74,43,12,30,39,27,45,44,62,44,43,13,33,1,42,22,27,14,21,100,29,75,45,12,16,24,42,8,29,53,27,63,57,16,38,44,36,33,55,24,40,10,25,27,38,28,14,40,33,98,32,20,21,16,60,37,45,48,43,20,32,50,100,41,10,23,36,46,49,38,35,72,51,8,41,25,24,19,15,29,33,39,76,37,41,45,60,48,25,17,28,23,14,32,81,15,96,50,21,64,53,21,33,40,71,10,21,27,65,31,17,42,25,71,37,39,2,0,59,37,41,50,20,21,29,46,63,18,20,55,12,43,53,29,19,50,7,32,23,32,15,3,27,39,45,56,33,65,65,61,52,7,13,47,42,11,21,51,26,35,84,33,23,29,30,4,21,41,41,29,24,21,4,48,26,24,29,19,44,37,42,36,30,22,30,12,22,39,33,0,22,18,16,48,28,60,9,34,42,14,59,12,54,69,36,44,38,44,53,43,67,54,22,50,27,50,7,41,74,58,41,19,70,15,33,80,33,0,0,16,11,54,27,43,28,11,43,40,20,53,60,37,33,10,35,18,9,32,52,28,20,22,14,23,48,33,10,39,21,29,8,49,54,44,47,0,0,25,36,32,13,33,13,24,32,72,11,16,41,42,26,61,61,24,25,48,18,75,0,22,43,28,0,38,17,65,46,50,27,57,23,18,46,36,8,44,0,5,45,45,13,41,39,33,5,31,7,93,60,16,30,29,69,43,39,30,27,26,42,25,26,21,51,48,0,62,39,66,11,17,57,55,39,26,53,18,20,44,63,40,37,30,45,36,33,41,15,45,24,42,16,12,16,33,58,69,11,23,25,17,19,0,28,14,17,0,26,64,40,51,27,25,34,79,32,42,35,39,10,55,36,33,49,39,21,38,9,23,65,27,34,54,13,44,31,40,30,0,33,100,22,29,18,27,79,17,35,23,25,13,23,13,12,6,16,69,23,0,56,52,41,24,15,8,55,19,57,11,23,12,42,46,0,0,51,44,47,28,9,1,62,14,26,0,42,100,45,35,24,41,92,86,62,3,5,22,42,9,25,0,16,22,22,0,38,0,18,17,21
2020-09-06,22,13,11,46,6,36,15,49,13,44,45,31,36,35,6,15,20,48,24,14,100,38,56,31,37,48,54,14,12,23,30,21,50,38,56,47,43,0,21,0,13,0,0,16,26,61,28,21,26,4,16,0,34,33,29,23,11,63,19,26,15,37,27,33,35,8,38,6,18,25,16,55,67,24,32,38,48,20,31,4,30,30,14,46,18,20,29,53,33,46,21,45,27,41,39,13,0,46,19,8,29,9,41,39,40,19,11,28,64,22,16,24,34,31,30,17,14,15,14,20,42,5,0,27,0,49,37,13,56,26,13,12,17,40,72,22,0,16,39,35,18,17,3,0,38,28,9,45,9,0,24,23,33,18,9,13,18,16,39,22,25,32,5,27,23,32,12,5,44,29,45,71,34,43,16,66,13,7,13,0,29,44,14,39,17,28,26,7,12,12,22,6,16,6,32,24,0,0,4,33,24,23,16,29,31,29,58,28,23,45,40,8,7,13,41,12,19,30,24,41,23,49,0,11,14,16,34,24,42,36,44,29,19,28,61,21,42,18,6,34,69,25,0,37,38,33,34,14,57,7,27,52,14,15,0,21,23,22,30,21,25,18,32,7,40,45,54,46,11,6,18,44,8,31,38,20,20,27,0,18,37,0,30,21,42,19,15,24,37,46,39,0,14,17,28,30,13,23,19,16,48,45,6,16,25,36,33,38,40,72,15,43,16,58,16,11,39,9,48,0,17,65,66,56,27,17,18,7,32,36,8,23,0,5,19,39,13,52,42,24,9,25,7,64,24,8,20,27,21,29,20,22,12,6,10,40,13,16,33,43,0,42,23,15,11,18,41,30,19,26,29,18,23,50,34,42,37,23,39,30,44,41,8,19,27,26,32,24,24,0,39,46,11,16,33,17,9,0,37,14,84,22,22,18,21,51,23,27,26,13,23,52,23,47,10,44,27,16,25,10,84,19,0,14,50,39,27,0,15,71,20,36,10,38,26,74,32,29,23,5,16,25,9,30,17,25,13,10,29,12,5,37,13,0,31,40,20,12,11,9,50,14,42,11,13,12,73,41,17,58,34,30,18,14,7,0,62,41,34,0,48,49,40,35,29,26,73,69,41,5,3,37,47,16,5,17,16,11,22,16,25,7,36,10,31
2020-09-13,27,13,14,56,0,31,14,100,6,39,50,26,37,17,36,15,30,47,39,3,16,28,54,29,27,48,60,14,35,23,47,23,49,100,39,43,53,4,32,0,25,0,18,13,24,67,35,63,52,4,0,0,41,16,28,35,26,31,19,26,30,42,18,37,51,8,38,8,28,24,27,0,27,24,35,40,24,20,52,8,21,74,17,23,48,20,30,53,49,43,37,22,26,50,28,6,7,32,44,41,31,12,35,38,64,19,66,29,81,15,8,29,25,27,41,8,31,8,14,28,39,13,13,26,5,49,37,25,38,38,32,27,26,0,74,24,8,50,39,48,42,34,1,0,40,24,18,47,20,42,23,65,29,9,19,11,29,31,52,43,6,28,3,16,23,0,29,5,35,29,22,62,18,45,0,55,39,7,0,23,38,0,16,60,26,100,41,33,0,27,44,4,11,34,34,36,24,0,4,56,27,47,28,9,37,50,59,44,23,25,49,11,43,0,29,0,25,36,16,47,34,59,17,22,29,20,50,12,40,32,29,43,19,30,34,21,30,47,11,39,47,40,13,22,41,45,37,0,58,43,27,36,19,15,31,26,11,21,41,14,20,7,30,13,8,47,53,54,25,11,31,35,9,39,37,28,13,32,0,13,62,25,49,24,34,19,17,24,33,56,41,1,20,21,33,25,0,32,19,24,10,55,11,20,35,12,25,59,49,47,18,23,21,59,0,11,65,27,48,13,17,43,58,39,81,28,20,25,25,0,16,72,11,7,38,95,26,11,18,27,6,52,7,79,35,9,25,29,20,28,50,100,37,0,31,30,6,0,38,86,9,27,25,14,11,23,47,34,0,26,45,14,26,38,19,30,37,22,22,25,47,66,15,26,27,36,16,20,40,32,81,49,34,13,57,33,19,0,46,27,33,28,21,54,21,63,22,38,27,26,24,26,44,38,10,48,27,16,28,29,52,55,0,18,53,24,20,13,21,96,26,26,30,12,29,58,26,11,40,11,31,25,13,22,22,16,22,10,52,17,11,49,13,17,55,44,100,12,19,8,54,11,57,16,24,24,72,50,17,38,17,36,29,28,9,0,50,41,17,0,38,51,61,20,43,36,86,17,37,6,5,59,51,19,30,17,19,42,4,0,28,29,35,10,40
2020-09-20,24,0,13,38,17,52,16,45,25,39,51,21,35,34,18,22,60,48,23,14,0,9,57,25,48,66,65,43,47,23,30,32,44,31,34,58,33,4,37,1,17,33,18,16,22,62,28,53,34,18,16,48,37,25,19,35,58,47,0,36,15,47,18,12,47,11,27,6,35,25,19,41,54,36,48,39,48,20,21,0,46,46,28,30,30,94,28,53,33,38,0,11,18,35,21,25,7,26,32,41,36,14,6,29,20,10,66,36,70,44,16,33,43,42,30,9,24,38,27,37,55,5,54,30,11,70,37,26,50,38,32,12,38,66,76,22,8,25,21,24,12,9,1,0,53,17,18,41,31,63,27,32,36,9,21,42,12,12,58,36,19,36,4,11,25,52,14,3,9,29,22,45,16,56,48,74,19,18,27,0,37,44,15,42,26,32,16,33,34,24,37,6,12,46,36,20,12,21,0,38,38,22,19,28,33,7,29,37,94,26,39,8,22,13,34,0,19,18,16,49,34,48,8,56,32,25,17,12,51,42,14,29,19,40,26,53,24,24,6,37,27,71,13,44,34,46,38,19,43,36,38,55,33,7,32,28,11,32,37,28,36,11,47,20,16,46,73,68,22,10,15,17,10,25,35,16,13,20,14,18,29,8,25,33,62,48,8,32,43,38,36,15,47,29,34,30,0,27,38,8,37,45,0,15,26,12,31,47,30,24,16,28,12,53,32,32,65,27,0,19,59,52,33,43,68,6,14,11,21,36,16,36,0,31,19,26,26,32,18,25,6,43,2,56,42,6,25,20,14,14,32,52,35,19,10,55,6,21,39,68,9,48,43,22,0,16,55,45,19,5,28,16,29,45,53,35,18,30,44,30,61,46,0,18,13,24,63,28,32,16,84,72,23,14,41,33,19,22,46,13,0,29,20,36,18,13,26,18,36,6,23,21,35,19,10,40,28,32,24,19,31,43,0,18,45,30,24,40,4,48,20,22,0,0,16,73,31,17,41,12,0,8,26,30,18,23,17,20,46,0,5,43,25,52,34,60,20,8,11,12,41,12,45,22,26,37,31,53,6,19,17,28,20,28,6,0,46,41,25,21,42,56,52,10,19,35,73,17,33,1,13,15,14,13,30,17,23,43,11,32,11,7,9,10,51
