date,MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AAP,AMD,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BAX,BDX,BRK.B,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF.B,CHRW,COG,CDNS,CZR,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CPRT,GLW,CTVA,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ENPH,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FRC,FE,FISV,FLT,FLIR,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GNRC,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IFF,IP,IPG,INTU,ISRG,IVZ,IPGP,IQV,IRM,JBHT,JKHY,J,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MXIM,MKC,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MPWR,MNST,MCO,MS,MSI,MSCI,NDAQ,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NOV,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PENN,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PTC,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TJX,TSCO,TT,TDG,TRMB,TFC,TWTR,TYL,TSN,USB,UDR,ULTA,UAA,UA,UNP,UAL,UPS,URI,UNH,UHS,UNM,VLO,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNO,VMC,WRB,WBA,WMT,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WAB,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2020-09-27,21,13,23,39,40,42,19,28,16,37,6,27,33,18,31,16,34,41,20,18,34,58,44,26,28,39,50,15,12,28,26,14,45,48,29,56,42,9,38,1,39,22,18,16,34,45,27,65,38,6,100,49,41,17,16,45,11,32,58,37,30,36,27,25,32,8,28,9,22,28,14,14,55,20,29,32,41,0,32,8,26,47,21,23,25,45,24,50,17,38,17,0,27,47,29,26,28,7,26,42,36,8,42,29,25,10,0,30,57,15,17,27,9,33,42,19,14,8,28,30,45,22,28,35,11,57,22,27,39,34,32,13,39,67,74,22,8,65,47,32,37,17,1,0,19,33,19,41,27,0,23,30,79,4,12,20,30,12,49,22,26,25,7,27,43,43,17,0,27,10,34,63,19,66,49,61,20,15,41,0,34,22,14,43,18,20,53,27,12,22,61,7,14,29,33,25,0,0,4,50,36,26,10,10,30,37,29,31,43,22,30,9,60,40,28,12,9,25,40,43,23,53,9,11,31,5,26,12,44,33,44,30,29,25,35,22,31,48,6,34,7,35,0,34,34,45,30,0,58,44,28,50,33,7,32,21,0,11,36,14,30,15,30,20,12,39,56,42,44,5,32,45,8,22,43,24,0,26,0,11,19,0,15,30,64,29,11,8,36,55,41,6,34,30,32,32,0,20,13,16,32,45,11,100,17,24,39,37,22,49,12,43,28,42,16,22,57,0,0,13,26,35,39,34,28,12,13,4,16,0,17,44,0,12,33,13,26,47,21,29,6,47,2,48,18,3,15,29,62,29,31,22,28,13,11,56,0,21,29,44,0,28,100,30,35,17,39,41,59,5,31,10,24,49,15,40,38,62,35,41,22,57,15,30,14,31,16,8,41,67,78,60,35,52,8,17,48,0,28,27,17,7,19,28,16,39,27,37,28,13,20,64,27,28,10,36,25,41,21,20,21,6,9,23,50,24,28,14,9,33,23,50,31,26,26,42,21,36,28,12,64,9,22,8,26,20,16,23,42,24,0,25,20,18,16,33,21,10,7,7,28,15,49,0,28,50,53,67,12,0,17,27,21,14,7,0,44,14,0,0,28,41,30,46,15,31,78,53,74,1,8,23,28,13,46,34,14,22,11,0,24,15,27,4,31
2020-10-04,26,27,13,30,0,19,20,44,10,54,52,16,34,27,6,25,55,45,32,9,51,29,50,28,26,51,47,15,24,25,44,20,43,49,35,41,44,0,67,2,35,0,14,17,26,44,26,66,42,16,34,49,40,17,16,28,49,81,19,32,31,32,9,21,22,17,29,13,40,26,17,42,14,12,37,28,25,21,21,12,26,50,32,18,19,25,25,47,51,41,3,35,18,42,22,39,14,34,0,17,40,12,12,10,31,20,23,40,62,46,8,28,53,25,39,12,39,8,21,30,38,9,28,39,5,55,48,26,51,30,33,10,24,0,62,21,17,52,44,44,25,34,1,5,44,29,14,59,100,22,24,44,43,9,7,20,24,20,47,45,19,22,6,16,53,32,15,5,100,40,35,73,21,41,33,55,40,15,27,48,37,11,12,50,44,25,43,48,36,13,61,13,10,41,43,25,61,43,4,52,24,26,16,10,33,37,25,38,34,16,10,19,15,13,25,12,31,25,16,50,38,63,0,46,28,7,26,24,44,43,15,45,29,29,9,27,25,31,23,30,42,42,7,49,36,34,64,5,44,7,22,47,43,15,33,29,0,44,28,7,30,4,32,34,8,48,43,80,15,11,51,36,7,45,41,16,24,22,59,16,38,9,5,83,29,25,9,8,57,56,37,7,42,9,33,18,39,16,46,25,43,39,0,11,34,6,45,25,41,49,12,29,14,41,33,22,40,9,0,46,17,42,60,24,14,29,16,4,40,0,26,63,12,13,60,20,0,36,9,30,20,29,15,52,43,23,31,22,35,88,50,18,18,33,11,35,67,27,34,37,0,28,37,30,0,16,28,43,59,27,31,11,47,64,54,42,29,16,60,21,49,58,23,11,41,36,16,8,16,17,73,48,70,100,50,17,10,23,67,14,17,7,17,47,14,66,37,16,30,7,22,43,32,37,10,42,24,17,28,40,43,13,19,14,39,18,30,27,15,50,32,18,10,0,23,34,25,18,70,17,97,17,31,31,21,20,25,10,48,36,11,58,16,54,19,33,21,9,12,4,51,12,55,34,24,38,32,31,12,60,0,26,18,36,4,0,41,28,17,0,26,40,38,15,25,32,96,35,34,0,3,8,24,13,26,0,18,66,71,17,13,15,46,11,42
2020-10-11,28,28,16,29,12,22,19,18,3,40,55,28,34,0,77,13,21,40,34,3,18,20,46,26,29,46,59,46,50,22,42,14,45,17,48,47,43,5,40,3,23,12,24,23,29,58,16,46,48,8,0,51,39,27,44,25,23,17,0,39,0,55,10,31,32,11,38,8,80,22,15,0,43,26,25,20,43,0,0,13,41,28,7,16,26,27,25,20,0,45,18,60,29,76,34,41,15,42,55,26,26,15,25,10,32,10,36,32,74,63,35,35,28,28,29,17,34,16,0,27,35,12,44,70,23,47,30,22,36,36,21,13,23,14,68,25,18,48,15,28,13,35,0,0,37,26,5,47,28,0,21,28,54,19,13,21,0,21,55,0,20,42,6,17,46,34,18,5,38,10,36,73,19,32,0,65,28,12,14,0,31,24,13,43,74,29,11,36,25,24,24,2,20,6,43,26,0,45,4,41,27,29,27,0,34,16,38,41,28,15,21,9,31,14,54,50,13,32,34,51,12,68,0,12,39,20,27,13,44,61,23,78,20,28,19,45,26,19,12,36,37,33,21,55,37,35,46,10,58,8,35,79,30,8,0,17,24,35,38,15,45,8,46,28,17,49,45,44,27,10,36,19,9,25,25,43,18,16,0,11,43,9,5,58,45,26,2,17,39,51,34,15,36,9,32,26,41,23,34,0,6,36,0,0,22,6,24,45,23,0,14,41,14,42,52,35,49,59,26,14,9,69,55,42,15,49,18,4,17,39,18,68,0,7,28,41,42,23,13,25,19,50,13,42,64,13,38,21,15,46,44,22,24,0,22,46,7,6,28,31,20,37,34,31,12,19,30,35,0,22,49,12,31,40,57,45,99,32,35,27,39,60,8,4,22,36,0,13,34,0,58,58,49,34,39,18,20,0,30,29,36,31,21,0,12,27,38,22,22,21,21,28,26,45,21,33,15,9,21,21,22,27,10,30,57,32,45,43,7,46,22,43,11,13,31,32,30,25,44,14,34,9,5,24,27,16,17,11,38,13,11,47,17,37,40,46,0,11,7,9,59,14,50,6,25,26,33,30,6,21,0,38,63,38,7,0,46,44,18,0,51,37,40,54,36,59,81,18,25,6,3,56,25,13,33,0,24,11,41,0,14,24,10,12,22
2020-10-18,17,29,10,34,12,32,18,31,17,35,34,28,32,28,19,12,14,43,17,59,54,20,46,25,30,49,46,15,51,23,75,23,74,44,24,39,43,2,40,1,50,24,29,20,29,40,12,35,45,6,0,26,53,36,38,20,17,51,0,17,32,33,19,22,25,11,17,8,27,19,9,0,44,26,35,17,43,0,23,26,32,38,7,11,40,11,21,41,18,38,15,24,29,44,34,34,7,14,14,36,25,42,32,21,11,21,48,24,57,24,17,42,37,34,21,19,15,25,30,48,30,9,44,29,6,45,81,26,18,38,34,27,18,43,71,16,27,52,23,42,7,30,2,0,43,35,10,38,14,46,20,35,35,0,16,10,0,25,46,32,14,27,7,11,42,45,24,0,48,31,24,57,24,23,0,58,21,12,29,0,37,24,14,40,19,27,51,29,0,18,40,5,10,19,45,22,13,0,0,44,20,25,27,10,30,24,38,43,21,38,21,22,16,70,47,25,22,39,42,37,35,68,9,24,28,5,9,25,32,48,47,32,41,29,19,34,39,19,12,28,22,30,21,44,74,28,74,0,23,31,12,26,15,32,34,20,0,23,37,8,32,19,29,14,8,42,55,84,31,8,43,28,9,19,36,34,22,25,31,31,36,9,21,29,45,21,7,17,51,46,31,18,51,36,23,30,14,18,34,9,23,37,6,17,19,26,32,33,33,26,14,31,14,39,0,23,35,50,26,21,18,52,47,28,73,6,40,12,32,0,36,54,12,4,21,52,0,26,13,26,13,53,15,38,45,12,16,21,7,31,37,17,32,7,34,47,14,11,53,30,0,37,34,39,12,20,52,57,62,34,42,13,19,45,26,39,30,16,35,33,35,83,49,20,14,22,34,26,17,35,68,62,37,29,48,0,51,24,30,15,18,8,14,39,10,28,33,37,18,21,19,34,27,42,32,44,26,61,16,10,0,13,10,10,78,29,27,29,14,88,17,24,32,41,24,37,30,25,29,9,17,36,14,41,14,28,11,35,19,13,0,54,23,38,37,44,22,8,12,15,49,12,54,12,21,0,22,60,13,63,37,38,32,8,4,0,40,30,9,0,39,31,19,27,26,39,73,19,56,4,11,48,40,37,33,18,21,12,32,35,14,16,0,9,33
2020-10-25,37,0,12,45,6,32,32,28,20,70,20,22,31,27,19,12,21,42,21,18,18,20,46,48,55,54,72,30,12,21,82,36,55,50,30,38,42,7,39,2,54,0,19,37,23,51,26,79,36,10,0,25,45,26,34,31,28,100,0,28,32,34,0,17,32,9,31,11,30,28,17,29,28,38,29,31,42,0,44,17,45,32,7,24,19,10,26,40,18,54,11,24,56,43,52,7,7,62,27,17,39,14,19,31,16,51,35,29,58,16,17,32,45,35,67,16,26,24,29,40,32,9,14,40,6,49,36,25,29,37,27,24,15,70,70,17,0,51,79,31,13,19,2,0,51,21,10,43,12,22,27,55,32,23,7,16,6,12,58,54,27,34,4,34,42,44,23,3,65,31,36,54,32,37,0,66,21,19,42,25,37,47,19,41,64,34,28,63,12,19,47,5,24,12,55,47,25,0,4,42,42,25,18,50,30,39,47,47,21,23,31,13,15,27,27,0,18,32,50,46,32,29,0,36,35,17,9,12,41,60,46,15,10,18,9,17,26,38,6,35,29,43,7,43,61,28,52,10,43,46,23,32,30,8,34,16,0,0,26,7,27,4,32,49,21,35,53,73,19,11,29,37,11,22,28,42,35,13,0,24,39,9,26,73,22,20,2,26,49,41,31,16,14,18,25,27,0,24,47,0,56,56,24,16,19,31,39,26,45,50,13,5,12,59,68,57,66,19,25,27,9,65,30,49,29,0,21,15,39,38,18,100,0,6,54,44,27,40,3,23,35,26,15,40,38,30,48,23,43,61,41,15,18,0,22,33,14,11,36,35,0,29,31,15,0,20,41,44,61,33,27,8,27,42,61,40,29,16,36,32,38,60,16,31,28,28,50,25,68,35,90,61,36,24,35,18,0,23,0,0,0,8,20,48,10,41,26,24,31,14,23,39,17,23,32,41,14,51,33,31,11,13,58,5,28,22,23,57,14,63,26,33,21,0,31,29,20,12,43,10,17,9,14,24,15,21,13,14,31,0,11,33,51,37,13,29,43,10,17,11,38,12,76,23,21,13,33,64,25,0,0,28,56,7,5,0,61,29,0,45,35,28,42,11,36,42,76,18,38,0,8,63,49,0,27,18,16,11,61,0,13,15,0,16,65
2020-11-01,29,13,13,45,6,34,17,29,10,42,19,26,29,52,30,8,33,42,24,17,33,19,41,34,35,66,58,57,35,18,22,21,42,28,34,44,74,2,49,1,30,11,41,19,31,42,38,32,34,43,33,24,39,33,48,27,27,47,19,16,7,38,36,41,26,10,30,73,35,21,27,41,54,28,53,20,48,20,21,8,43,47,7,13,18,0,21,69,17,55,31,23,36,25,53,25,7,33,25,41,39,14,12,10,65,0,44,23,62,44,32,18,43,30,25,9,28,30,7,27,32,15,27,54,11,48,25,23,78,46,26,17,36,53,68,15,8,45,36,28,31,13,0,0,32,24,14,47,20,0,25,33,54,4,7,13,24,15,44,37,32,21,6,27,47,74,29,5,18,29,45,59,20,43,16,76,59,15,40,0,33,33,15,35,43,26,63,20,0,12,45,3,19,29,42,53,12,21,8,93,28,40,13,48,28,29,27,34,26,24,40,12,37,52,45,23,23,54,16,44,30,18,9,34,33,7,25,12,31,39,29,44,9,25,26,32,42,54,33,40,27,19,13,59,38,41,44,14,51,22,16,46,24,7,64,21,23,22,28,14,25,11,32,13,16,36,40,60,29,12,32,9,5,19,33,36,20,29,0,12,18,8,5,60,28,34,6,8,46,56,31,14,14,29,23,35,0,23,38,24,63,46,0,21,18,42,15,42,35,48,11,47,15,44,16,43,29,9,48,19,8,39,48,43,14,23,14,7,48,36,25,66,68,3,71,32,0,51,15,21,53,31,7,41,36,11,10,25,27,29,44,15,22,13,42,40,0,37,67,29,18,48,36,22,23,20,33,33,19,21,34,5,49,61,48,42,37,15,77,30,29,41,0,7,34,52,63,28,24,16,69,59,0,17,25,33,47,0,37,0,17,22,16,46,11,26,27,41,30,33,22,47,18,42,10,61,14,41,16,10,52,19,9,14,38,27,34,27,34,60,23,36,30,0,16,27,26,58,23,28,16,68,35,23,16,41,23,10,18,24,0,25,45,52,25,36,20,11,15,10,27,9,51,33,34,0,21,33,12,19,68,29,59,14,9,1,48,28,25,0,33,34,27,20,24,34,74,0,32,2,13,30,19,9,30,0,23,21,26,16,19,29,45,11,62
2020-11-08,31,14,11,64,18,51,21,32,20,49,40,39,37,82,19,21,25,52,17,27,18,40,55,21,40,49,66,45,37,41,46,38,57,30,36,42,42,7,43,2,27,23,14,26,26,43,49,79,32,19,35,25,47,17,23,55,28,33,0,17,32,55,38,30,38,12,54,68,34,39,49,0,99,34,49,27,85,0,11,4,36,49,18,19,26,16,55,56,35,57,18,59,56,43,44,0,7,48,20,35,49,15,31,0,58,51,35,64,78,47,9,25,36,38,49,22,44,32,14,47,53,16,14,44,28,54,46,35,64,60,61,18,33,28,81,34,9,40,45,51,32,15,2,5,79,39,10,56,30,67,31,34,54,9,13,35,25,37,54,62,33,23,5,45,57,22,33,3,56,41,24,76,33,59,17,68,69,19,28,25,48,23,15,31,64,20,39,21,0,24,31,8,17,18,52,30,0,22,4,69,43,15,20,0,35,23,77,56,17,35,10,11,46,41,42,12,20,89,17,73,65,21,0,47,42,7,27,75,55,95,31,62,60,30,9,17,25,25,12,58,50,30,0,39,51,64,49,10,74,30,35,58,45,23,0,44,48,23,39,37,40,30,47,7,4,57,70,34,42,8,46,56,11,31,35,63,11,21,45,22,54,35,26,66,44,41,16,8,46,41,49,27,21,53,38,34,41,40,20,76,61,50,0,27,53,44,52,54,47,0,20,40,14,43,17,23,48,49,76,13,62,56,46,66,43,30,19,27,34,0,17,78,36,6,61,44,0,43,22,49,91,26,28,46,19,12,42,30,22,15,50,18,26,13,33,59,14,22,67,35,10,7,36,46,0,78,49,67,81,17,52,10,46,56,66,45,39,32,54,53,19,54,32,16,35,48,17,17,42,17,85,63,48,20,65,53,40,0,29,28,35,15,35,58,11,14,25,36,21,34,31,55,55,47,0,49,30,9,32,31,77,26,57,29,16,57,27,0,36,51,25,42,11,27,21,28,33,67,38,24,0,18,37,24,41,34,27,21,25,31,11,66,20,37,46,63,0,29,8,16,29,17,50,11,20,26,44,80,24,20,36,31,37,60,5,0,60,43,27,0,45,41,34,32,46,41,85,54,32,4,8,47,59,33,59,0,36,34,29,0,13,31,28,16,43
2020-11-15,31,14,11,51,12,26,22,33,10,39,40,39,38,91,32,17,42,54,25,3,70,50,58,24,27,58,52,45,99,31,27,40,59,50,18,38,58,16,39,0,44,12,24,20,23,32,46,34,55,10,0,25,41,0,27,35,34,66,0,22,24,43,19,43,38,15,30,26,30,55,29,14,28,63,67,25,17,42,22,8,27,33,7,27,39,5,44,88,17,44,14,35,65,59,33,40,22,62,40,26,40,17,19,0,57,20,12,33,78,23,17,25,72,38,29,16,37,40,7,52,56,7,57,60,0,67,46,31,17,93,40,37,40,56,81,25,9,57,34,55,32,31,3,0,31,32,19,58,16,22,27,41,28,5,7,21,19,33,71,0,13,26,5,90,48,77,18,7,47,51,12,86,18,62,0,70,0,12,56,49,40,93,11,44,64,32,38,28,12,41,23,17,7,24,44,21,25,0,8,47,38,30,18,30,41,23,61,54,41,35,42,10,46,55,27,12,22,70,33,71,10,38,0,24,27,19,18,12,79,44,23,77,40,38,28,45,44,69,23,46,58,33,14,39,39,96,44,5,65,8,63,64,35,8,0,30,0,0,45,15,35,8,42,0,12,58,62,67,30,13,38,9,10,13,75,21,17,23,15,19,50,9,16,50,7,61,13,25,31,59,57,13,14,49,45,38,13,40,34,17,17,51,12,33,26,100,25,68,42,0,19,20,20,40,17,11,41,10,25,0,27,68,56,73,43,12,12,4,31,0,26,64,0,5,74,44,14,31,22,40,100,33,10,61,31,12,26,23,43,0,48,11,39,7,22,55,0,22,47,26,19,22,36,38,12,65,35,59,20,39,78,9,49,42,46,40,49,56,47,27,54,43,0,31,32,38,17,33,25,17,100,70,24,22,43,88,10,23,19,14,71,53,26,29,10,27,40,34,30,34,34,38,44,47,0,40,31,17,20,41,22,39,38,10,28,38,46,28,7,85,69,33,0,0,41,50,31,12,38,19,50,36,41,16,23,45,30,14,43,25,11,72,18,0,62,54,21,12,14,11,48,14,51,17,23,13,76,51,31,20,18,32,40,37,7,100,56,43,9,0,60,60,57,37,36,43,78,72,38,3,11,47,49,26,53,0,19,34,16,0,17,100,38,26,54
2020-11-22,25,42,10,48,6,26,20,35,13,34,34,22,36,54,25,11,35,45,4,27,17,40,54,16,21,47,43,0,49,33,23,26,77,40,35,34,51,7,22,2,27,23,10,11,21,31,35,45,24,12,17,50,40,35,43,35,11,0,20,0,24,34,19,30,37,37,38,14,26,31,20,43,28,38,41,21,8,21,0,21,22,35,7,19,45,21,38,72,35,47,18,35,37,64,37,27,14,62,40,43,35,10,12,20,42,0,23,28,62,39,9,16,45,33,29,18,29,16,0,31,48,10,0,52,0,59,56,27,23,45,20,5,22,42,89,21,9,54,30,47,64,23,3,0,45,14,39,45,19,22,20,27,35,5,8,19,25,33,71,15,20,8,6,50,20,33,13,3,46,10,47,57,24,99,51,87,27,15,42,0,40,12,10,41,9,22,33,21,0,27,39,23,22,42,49,38,0,0,8,33,32,40,68,0,35,38,35,49,55,36,0,7,54,14,23,25,29,32,25,62,14,36,9,12,34,5,9,37,42,38,30,77,20,44,18,56,32,31,18,41,43,23,14,35,31,51,41,10,42,30,34,38,25,15,0,27,24,0,41,22,23,15,26,14,4,48,64,48,34,11,38,28,8,31,92,21,14,17,15,16,43,9,16,28,37,66,13,51,48,65,46,13,35,26,37,31,0,24,27,0,33,51,12,33,30,69,17,48,37,0,14,40,15,33,51,0,34,29,0,7,35,41,56,55,57,18,9,15,34,0,9,50,0,5,68,20,27,34,31,29,81,39,5,34,38,17,26,36,36,30,32,11,36,13,0,55,14,17,55,21,19,22,10,15,0,37,35,34,20,11,46,9,15,54,51,28,78,48,45,53,27,59,16,12,28,32,50,0,34,17,80,54,36,39,39,18,60,23,19,14,18,45,23,29,18,0,28,14,26,21,35,22,34,44,0,45,23,8,15,10,44,26,10,19,32,28,14,28,27,45,30,33,21,13,31,40,21,31,57,14,0,18,23,16,20,39,15,17,55,31,6,33,13,0,46,41,0,16,16,12,29,14,37,6,23,64,11,32,18,61,18,26,62,37,10,25,54,0,18,0,33,33,31,63,10,43,88,90,43,1,11,39,10,20,48,0,17,45,16,34,15,61,19,29,32
2020-11-29,30,14,12,40,12,31,19,34,10,48,53,27,41,54,19,18,45,53,16,24,17,39,59,21,26,58,45,45,24,38,63,26,41,46,29,42,54,5,55,1,48,23,24,22,41,37,34,67,39,8,17,50,40,17,30,50,22,0,20,71,16,38,9,26,36,34,49,22,29,38,26,14,14,41,44,43,58,0,0,12,31,27,14,21,32,10,46,83,0,35,25,23,65,58,33,13,43,61,40,26,36,11,6,30,36,20,23,37,78,15,17,40,27,39,34,20,22,16,21,42,55,9,56,60,17,72,39,19,63,59,40,26,10,55,87,27,17,36,30,46,64,25,10,0,64,41,24,49,23,22,24,34,50,9,7,14,6,20,68,30,20,22,7,55,39,22,10,2,37,40,23,70,26,67,50,69,27,27,28,48,46,11,13,37,45,29,65,0,0,27,15,46,26,54,48,21,0,22,8,35,23,47,35,30,37,30,58,52,34,37,62,10,53,40,33,12,14,56,8,65,19,32,0,12,70,7,26,12,51,40,60,46,10,43,45,33,50,31,23,53,50,52,0,34,45,57,38,10,92,67,40,22,24,30,66,24,35,22,43,37,32,7,33,7,8,52,56,48,26,8,38,46,8,47,20,58,17,28,0,20,42,34,10,43,14,70,13,42,45,48,46,29,14,22,34,39,0,29,33,17,33,38,0,81,27,74,36,53,39,0,15,54,26,33,17,45,58,38,0,13,18,45,61,58,28,47,13,15,33,0,17,63,23,7,40,40,0,28,22,39,25,48,7,39,6,20,26,31,50,0,49,13,36,0,11,45,0,5,68,24,0,21,59,8,12,77,42,56,100,22,37,12,36,43,50,37,67,16,67,21,23,64,24,31,24,48,49,17,42,34,91,75,24,27,42,17,39,0,48,0,52,30,22,57,88,13,29,50,27,61,35,38,38,52,0,48,21,42,24,30,33,6,19,14,20,12,32,28,11,22,27,37,0,13,27,45,33,18,24,17,16,35,23,0,20,44,16,14,67,24,6,52,14,18,42,37,21,24,12,9,33,16,55,11,28,0,21,55,24,40,0,30,24,29,8,18,50,29,9,0,58,42,36,36,35,54,83,36,41,3,5,46,15,10,32,0,18,11,47,0,16,53,9,35,42
2020-12-06,27,0,11,55,6,24,12,61,20,37,27,22,42,100,13,20,35,56,29,12,18,40,60,24,24,58,45,15,37,49,36,28,55,47,24,34,65,7,69,1,27,23,5,20,34,34,32,90,36,10,34,25,48,26,30,35,39,66,20,66,32,32,28,39,27,51,58,11,41,33,75,14,14,46,51,61,59,0,0,8,18,29,22,8,19,26,46,72,0,41,11,47,9,75,48,20,0,55,34,17,41,14,31,31,37,30,47,30,64,16,17,25,54,31,17,13,44,80,29,37,51,12,29,48,17,68,66,20,41,60,34,24,15,42,85,20,26,27,34,45,91,17,4,0,62,35,14,70,23,0,21,24,50,28,16,26,25,24,58,0,33,38,6,39,23,44,41,8,37,10,59,59,28,82,34,91,34,31,28,0,45,12,15,48,37,31,55,56,0,29,86,24,15,30,42,21,13,22,4,46,19,54,37,20,43,23,21,54,52,27,10,9,39,55,33,25,23,57,41,68,24,15,0,47,51,22,18,25,51,63,53,93,10,46,28,22,38,56,29,75,36,53,7,82,40,91,35,10,28,38,12,45,20,15,0,44,12,11,38,7,36,15,24,21,8,42,61,58,30,9,38,19,6,40,25,21,7,15,15,13,58,35,5,38,22,71,11,17,46,61,51,25,28,44,36,34,14,25,13,8,56,46,6,22,27,44,33,58,40,0,12,55,18,30,51,0,48,0,25,0,27,56,72,56,29,42,15,4,58,0,35,43,47,5,68,27,27,43,19,38,16,36,18,33,44,10,37,37,43,15,58,23,8,7,33,52,0,11,41,31,29,51,12,15,12,100,43,52,61,6,36,10,21,51,46,40,29,16,66,37,27,43,24,16,39,47,17,13,25,0,72,71,48,27,39,18,40,46,10,43,71,23,21,38,49,40,23,53,39,0,33,33,24,47,10,52,23,26,43,51,55,7,10,15,32,28,25,56,14,34,30,61,21,0,38,53,25,18,5,17,0,0,50,16,48,38,7,14,49,12,17,66,14,0,66,45,21,16,12,16,48,18,50,6,18,26,22,51,31,20,18,39,40,67,8,20,51,29,9,22,55,41,31,53,25,37,71,91,47,2,0,47,34,10,16,35,20,11,20,0,18,23,9,29,43
